Sunday,13,September,2026,21:12:25:00009-VCID:79F958E3F8D95B5B8C-802C,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
03L 906 023 TB,ADVMB,R4 1.6l TDI   H43 9979,
,,G003,F0,G006,F0,G012,F0,G015,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,

Marker,TIME,Loc. IDE00021,TIME,Loc. IDE00075,TIME,Loc. IDE00086,TIME,Loc. IDE00100-ENG101842,,,,,,,,,,,,,,,,,
,173.46,1796,173.46,45,173.46,22.4,173.46,14.28,,,,,,,,,,,,,,,,,
,173.66,1786,173.66,45,173.66,22.4,173.66,15.31,,,,,,,,,,,,,,,,,
,173.87,1789,173.87,45,173.87,22.7,173.87,14.78,,,,,,,,,,,,,,,,,
,174.07,1777,174.07,45,174.07,22.7,174.08,17.53,,,,,,,,,,,,,,,,,
,174.28,1784,174.28,45,174.28,23.1,174.28,16.84,,,,,,,,,,,,,,,,,
,174.46,1784,174.47,45,174.47,23.5,174.47,15.47,,,,,,,,,,,,,,,,,
,174.65,1785,174.66,45,174.66,23.5,174.66,16.56,,,,,,,,,,,,,,,,,
,174.86,1781,174.86,45,174.86,23.5,174.86,16.88,,,,,,,,,,,,,,,,,
,175.04,1783,175.05,45,175.05,23.5,175.05,16.44,,,,,,,,,,,,,,,,,
,175.24,1782,175.24,45,175.24,23.5,175.24,17.25,,,,,,,,,,,,,,,,,
,175.44,1775,175.44,44,175.45,23.5,175.45,17.78,,,,,,,,,,,,,,,,,
,175.64,1772,175.64,44,175.64,23.5,175.64,18.03,,,,,,,,,,,,,,,,,
,175.83,1773,175.83,45,175.84,23.5,175.84,17.44,,,,,,,,,,,,,,,,,
,176.04,1774,176.04,45,176.05,23.9,176.05,18.50,,,,,,,,,,,,,,,,,
,176.23,1769,176.23,44,176.23,23.9,176.23,18.81,,,,,,,,,,,,,,,,,
,176.42,1766,176.43,44,176.43,23.9,176.43,19.63,,,,,,,,,,,,,,,,,
,176.64,1763,176.64,45,176.64,25.1,176.64,20.94,,,,,,,,,,,,,,,,,
,176.84,1766,176.84,44,176.85,25.5,176.85,21.28,,,,,,,,,,,,,,,,,
,177.05,1769,177.05,44,177.05,25.9,177.05,22.09,,,,,,,,,,,,,,,,,
,177.26,1772,177.26,45,177.26,26.7,177.26,24.00,,,,,,,,,,,,,,,,,
,177.46,1775,177.46,45,177.46,27.5,177.46,25.53,,,,,,,,,,,,,,,,,
,177.67,1778,177.67,44,177.67,27.8,177.67,26.69,,,,,,,,,,,,,,,,,
,177.86,1781,177.87,45,177.87,28.2,177.87,27.03,,,,,,,,,,,,,,,,,
,178.07,1790,178.07,45,178.07,29.4,178.07,29.16,,,,,,,,,,,,,,,,,
,178.27,1777,178.27,45,178.28,34.5,178.28,63.34,,,,,,,,,,,,,,,,,
,178.47,1787,178.47,45,178.48,34.5,178.48,58.91,,,,,,,,,,,,,,,,,
,178.68,1810,178.68,45,178.69,34.9,178.69,59.59,,,,,,,,,,,,,,,,,
,178.87,1818,178.88,46,178.88,34.9,178.88,60.94,,,,,,,,,,,,,,,,,
,179.08,1825,179.08,46,179.08,34.9,179.08,61.97,,,,,,,,,,,,,,,,,
,179.27,1830,179.27,46,179.28,35.3,179.28,61.84,,,,,,,,,,,,,,,,,
,179.47,1843,179.47,46,179.48,35.3,179.48,61.56,,,,,,,,,,,,,,,,,
,179.67,1852,179.67,46,179.67,35.3,179.67,61.19,,,,,,,,,,,,,,,,,
,179.86,1860,179.86,47,179.86,35.3,179.86,62.16,,,,,,,,,,,,,,,,,
,180.05,1874,180.05,47,180.05,35.3,180.05,61.84,,,,,,,,,,,,,,,,,
,180.25,1871,180.25,47,180.25,35.3,180.25,61.13,,,,,,,,,,,,,,,,,
,180.45,1879,180.45,47,180.45,34.9,180.45,60.94,,,,,,,,,,,,,,,,,
,180.63,1881,180.64,47,180.64,34.9,180.64,60.81,,,,,,,,,,,,,,,,,
,180.82,1887,180.83,47,180.83,34.9,180.83,57.88,,,,,,,,,,,,,,,,,
,181.02,1899,181.02,48,181.02,34.1,181.02,54.47,,,,,,,,,,,,,,,,,
,181.22,1895,181.22,48,181.22,34.1,181.22,54.94,,,,,,,,,,,,,,,,,
,181.41,1912,181.41,48,181.41,33.7,181.41,50.41,,,,,,,,,,,,,,,,,
,181.62,1909,181.62,48,181.62,33.7,181.62,52.84,,,,,,,,,,,,,,,,,
,181.83,1920,181.83,48,181.83,33.7,181.83,51.19,,,,,,,,,,,,,,,,,
,182.01,1917,182.01,48,182.02,33.7,182.02,51.13,,,,,,,,,,,,,,,,,
,182.22,1919,182.22,48,182.22,32.9,182.22,43.19,,,,,,,,,,,,,,,,,
,182.41,1931,182.41,48,182.42,32.5,182.42,41.41,,,,,,,,,,,,,,,,,
,182.61,1927,182.61,48,182.62,32.2,182.62,39.59,,,,,,,,,,,,,,,,,
,182.81,1941,182.81,49,182.81,31.4,182.81,34.25,,,,,,,,,,,,,,,,,
,183.01,1932,183.02,48,183.02,31.0,183.02,29.78,,,,,,,,,,,,,,,,,
,183.21,1947,183.21,49,183.22,30.2,183.22,22.53,,,,,,,,,,,,,,,,,
,183.42,1937,183.42,49,183.42,29.0,183.42,23.81,,,,,,,,,,,,,,,,,
,183.62,1936,183.62,49,183.62,25.9,183.62,12.47,,,,,,,,,,,,,,,,,
,183.82,1916,183.82,49,183.82,20.4,183.83,6.56,,,,,,,,,,,,,,,,,
,184.03,1850,184.04,48,184.04,17.3,184.04,2.25,,,,,,,,,,,,,,,,,
,184.23,1889,184.23,48,184.23,14.5,184.23,0.00,,,,,,,,,,,,,,,,,
,184.43,1852,184.43,47,184.43,14.5,184.44,0.00,,,,,,,,,,,,,,,,,
,184.64,1845,184.64,47,184.64,14.5,184.64,0.00,,,,,,,,,,,,,,,,,
,184.84,1842,184.84,46,184.84,14.5,184.84,0.00,,,,,,,,,,,,,,,,,
,185.05,1828,185.05,46,185.05,14.5,185.05,0.00,,,,,,,,,,,,,,,,,
,185.26,1818,185.26,45,185.26,14.5,185.27,0.00,,,,,,,,,,,,,,,,,
,185.45,1806,185.46,45,185.46,14.5,185.46,0.00,,,,,,,,,,,,,,,,,
,185.66,1786,185.66,45,185.66,14.5,185.66,0.00,,,,,,,,,,,,,,,,,
,185.87,1767,185.87,44,185.87,18.8,185.87,2.25,,,,,,,,,,,,,,,,,
,186.07,1757,186.07,44,186.07,20.4,186.08,7.72,,,,,,,,,,,,,,,,,
,186.28,1769,186.28,44,186.28,22.0,186.28,12.75,,,,,,,,,,,,,,,,,
,186.47,1765,186.47,44,186.47,22.0,186.47,14.34,,,,,,,,,,,,,,,,,
,186.67,1737,186.68,44,186.68,22.7,186.68,18.50,,,,,,,,,,,,,,,,,
,186.88,1703,186.88,43,186.88,25.5,186.88,25.16,,,,,,,,,,,,,,,,,
,187.07,1752,187.08,44,187.08,27.1,187.08,25.31,,,,,,,,,,,,,,,,,
,187.27,1740,187.27,43,187.28,27.1,187.28,26.22,,,,,,,,,,,,,,,,,
,187.47,1738,187.47,44,187.47,27.8,187.47,27.75,,,,,,,,,,,,,,,,,
,187.67,1731,187.67,44,187.68,28.2,187.68,28.59,,,,,,,,,,,,,,,,,
,187.86,1724,187.86,43,187.87,28.6,187.87,28.84,,,,,,,,,,,,,,,,,
,188.05,1739,188.05,44,188.05,29.4,188.05,30.91,,,,,,,,,,,,,,,,,
,188.25,1730,188.26,44,188.26,29.8,188.26,31.50,,,,,,,,,,,,,,,,,
,188.44,1743,188.44,44,188.44,29.8,188.44,31.19,,,,,,,,,,,,,,,,,
,188.65,1739,188.65,44,188.65,29.8,188.66,31.16,,,,,,,,,,,,,,,,,
,188.86,1745,188.86,44,188.86,29.8,188.86,30.91,,,,,,,,,,,,,,,,,
,189.05,1753,189.05,44,189.05,29.8,189.05,30.81,,,,,,,,,,,,,,,,,
,189.26,1750,189.27,44,189.27,29.8,189.27,31.00,,,,,,,,,,,,,,,,,
,189.45,1747,189.46,44,189.46,29.8,189.46,31.22,,,,,,,,,,,,,,,,,
,189.67,1748,189.67,44,189.68,29.8,189.68,31.00,,,,,,,,,,,,,,,,,
,189.86,1759,189.86,44,189.86,29.8,189.86,30.53,,,,,,,,,,,,,,,,,
,190.06,1768,190.06,44,190.07,29.8,190.07,30.38,,,,,,,,,,,,,,,,,
,190.26,1772,190.26,44,190.26,29.8,190.26,30.19,,,,,,,,,,,,,,,,,
,190.46,1769,190.46,44,190.47,29.8,190.47,30.38,,,,,,,,,,,,,,,,,
,190.67,1768,190.67,45,190.68,29.8,190.68,30.38,,,,,,,,,,,,,,,,,
,190.87,1767,190.87,45,190.88,29.8,190.88,30.31,,,,,,,,,,,,,,,,,
,191.07,1780,191.07,45,191.08,29.8,191.08,29.81,,,,,,,,,,,,,,,,,
,191.28,1784,191.29,45,191.29,29.8,191.29,29.84,,,,,,,,,,,,,,,,,
,191.48,1788,191.48,45,191.48,29.8,191.49,29.75,,,,,,,,,,,,,,,,,
,191.68,1789,191.68,45,191.68,29.8,191.68,29.50,,,,,,,,,,,,,,,,,
,191.89,1794,191.89,45,191.90,29.8,191.90,29.38,,,,,,,,,,,,,,,,,
,192.10,1805,192.10,45,192.10,29.8,192.10,29.38,,,,,,,,,,,,,,,,,
,192.31,1793,192.31,45,192.32,29.8,192.32,29.47,,,,,,,,,,,,,,,,,
,192.51,1800,192.51,46,192.51,29.8,192.51,29.31,,,,,,,,,,,,,,,,,
,192.71,1801,192.71,45,192.71,29.0,192.71,26.69,,,,,,,,,,,,,,,,,
,192.92,1802,192.92,45,192.92,27.1,192.92,24.53,,,,,,,,,,,,,,,,,
,193.12,1817,193.12,45,193.12,25.5,193.12,17.69,,,,,,,,,,,,,,,,,
,193.32,1815,193.32,45,193.32,24.7,193.32,19.13,,,,,,,,,,,,,,,,,
,193.53,1802,193.53,46,193.53,23.9,193.53,19.88,,,,,,,,,,,,,,,,,
,193.73,1809,193.73,46,193.73,23.5,193.73,18.91,,,,,,,,,,,,,,,,,
,193.93,1813,193.93,46,193.93,23.1,193.93,14.41,,,,,,,,,,,,,,,,,
,194.13,1810,194.13,45,194.13,22.4,194.13,14.22,,,,,,,,,,,,,,,,,
,194.34,1796,194.34,46,194.34,21.2,194.34,9.94,,,,,,,,,,,,,,,,,
,194.55,1781,194.55,45,194.56,20.0,194.56,8.66,,,,,,,,,,,,,,,,,
,194.76,1781,194.76,45,194.77,17.3,194.77,0.00,,,,,,,,,,,,,,,,,
,194.96,1775,194.96,45,194.96,14.5,194.96,0.00,,,,,,,,,,,,,,,,,
,195.17,1772,195.17,44,195.18,14.5,195.18,0.00,,,,,,,,,,,,,,,,,
,195.37,1771,195.37,44,195.37,14.5,195.38,0.00,,,,,,,,,,,,,,,,,
,195.57,1743,195.57,44,195.58,14.5,195.58,0.00,,,,,,,,,,,,,,,,,
,195.77,1736,195.78,43,195.78,14.5,195.78,0.00,,,,,,,,,,,,,,,,,
,195.97,1712,195.97,43,195.97,14.5,195.97,0.00,,,,,,,,,,,,,,,,,
,196.18,1685,196.18,43,196.18,14.5,196.18,0.00,,,,,,,,,,,,,,,,,
,196.38,1669,196.38,42,196.38,14.5,196.38,0.00,,,,,,,,,,,,,,,,,
,196.58,1669,196.58,42,196.58,14.5,196.59,0.00,,,,,,,,,,,,,,,,,
,196.79,1651,196.79,42,196.80,14.5,196.80,0.00,,,,,,,,,,,,,,,,,
,196.99,1633,196.99,41,196.99,14.5,196.99,0.00,,,,,,,,,,,,,,,,,
,197.19,1620,197.19,41,197.19,14.5,197.19,0.00,,,,,,,,,,,,,,,,,
,197.39,1609,197.39,41,197.39,14.5,197.39,0.00,,,,,,,,,,,,,,,,,
,197.57,1592,197.58,40,197.58,14.5,197.58,0.00,,,,,,,,,,,,,,,,,
,197.79,1589,197.79,40,197.79,14.5,197.79,0.00,,,,,,,,,,,,,,,,,
,198.00,1567,198.01,39,198.01,14.5,198.01,0.00,,,,,,,,,,,,,,,,,
,198.20,1553,198.20,39,198.20,14.5,198.20,0.00,,,,,,,,,,,,,,,,,
,198.40,1533,198.40,38,198.41,14.5,198.41,0.00,,,,,,,,,,,,,,,,,
,198.59,1523,198.59,38,198.59,14.5,198.59,0.00,,,,,,,,,,,,,,,,,
,198.78,1508,198.79,38,198.79,14.5,198.79,0.00,,,,,,,,,,,,,,,,,
,198.98,1501,198.98,38,198.98,14.5,198.98,0.00,,,,,,,,,,,,,,,,,
,199.17,1471,199.17,37,199.18,14.5,199.18,0.00,,,,,,,,,,,,,,,,,
,199.37,1454,199.37,37,199.38,14.5,199.38,0.00,,,,,,,,,,,,,,,,,
,199.56,1433,199.56,36,199.56,14.5,199.56,0.00,,,,,,,,,,,,,,,,,
,199.75,1426,199.75,36,199.75,14.5,199.75,0.00,,,,,,,,,,,,,,,,,
,199.95,1413,199.95,36,199.95,14.5,199.95,0.00,,,,,,,,,,,,,,,,,
,200.15,1399,200.15,36,200.15,14.5,200.15,0.00,,,,,,,,,,,,,,,,,
,200.35,1392,200.35,35,200.36,14.5,200.36,0.00,,,,,,,,,,,,,,,,,
,200.55,1388,200.56,35,200.56,14.5,200.56,0.00,,,,,,,,,,,,,,,,,
,200.75,1368,200.75,35,200.76,14.5,200.76,0.00,,,,,,,,,,,,,,,,,
,200.94,1354,200.94,34,200.94,14.5,200.94,0.00,,,,,,,,,,,,,,,,,
,201.14,1142,201.14,34,201.14,14.5,201.14,0.00,,,,,,,,,,,,,,,,,
,201.33,971,201.33,34,201.33,14.5,201.33,16.28,,,,,,,,,,,,,,,,,
,201.52,945,201.52,34,201.53,14.5,201.53,13.56,,,,,,,,,,,,,,,,,
,201.72,910,201.72,34,201.72,14.5,201.72,17.09,,,,,,,,,,,,,,,,,
,201.91,895,201.92,34,201.92,14.5,201.92,21.06,,,,,,,,,,,,,,,,,
,202.11,902,202.11,33,202.11,14.5,202.11,20.59,,,,,,,,,,,,,,,,,
,202.31,903,202.31,33,202.31,14.5,202.31,20.97,,,,,,,,,,,,,,,,,
,202.50,906,202.50,33,202.50,14.5,202.50,21.09,,,,,,,,,,,,,,,,,
,202.68,907,202.69,33,202.69,14.5,202.69,21.22,,,,,,,,,,,,,,,,,
,202.88,954,202.89,32,202.89,14.5,202.89,11.78,,,,,,,,,,,,,,,,,
,203.07,996,203.08,32,203.08,14.5,203.08,1.63,,,,,,,,,,,,,,,,,
,203.26,1050,203.26,31,203.27,14.5,203.27,1.44,,,,,,,,,,,,,,,,,
,203.47,1170,203.47,30,203.48,14.5,203.48,1.19,,,,,,,,,,,,,,,,,
,203.69,1308,203.69,30,203.69,14.5,203.69,0.00,,,,,,,,,,,,,,,,,
,203.90,1421,203.90,29,203.90,14.5,203.90,0.00,,,,,,,,,,,,,,,,,
,204.11,1573,204.11,29,204.11,14.5,204.12,0.00,,,,,,,,,,,,,,,,,
,204.31,1728,204.32,28,204.32,14.5,204.32,0.00,,,,,,,,,,,,,,,,,
,204.51,1803,204.51,27,204.51,14.5,204.52,0.00,,,,,,,,,,,,,,,,,
,204.71,1756,204.71,26,204.71,14.5,204.71,0.00,,,,,,,,,,,,,,,,,
,204.91,1704,204.92,26,204.92,14.5,204.92,0.00,,,,,,,,,,,,,,,,,
,205.12,1683,205.12,26,205.12,14.5,205.12,0.00,,,,,,,,,,,,,,,,,
,205.33,1653,205.33,25,205.33,14.5,205.33,0.00,,,,,,,,,,,,,,,,,
,205.54,1656,205.54,25,205.55,14.5,205.55,0.00,,,,,,,,,,,,,,,,,
,205.73,1614,205.74,24,205.74,14.5,205.74,0.00,,,,,,,,,,,,,,,,,
,205.94,1566,205.94,24,205.94,14.5,205.94,0.00,,,,,,,,,,,,,,,,,
,206.14,1526,206.15,23,206.15,14.5,206.15,0.00,,,,,,,,,,,,,,,,,
,206.34,1517,206.35,23,206.35,14.5,206.35,0.00,,,,,,,,,,,,,,,,,
,206.55,1478,206.56,22,206.56,14.5,206.56,0.00,,,,,,,,,,,,,,,,,
,206.75,1461,206.75,22,206.76,14.5,206.76,0.00,,,,,,,,,,,,,,,,,
,206.96,1425,206.96,22,206.96,14.5,206.97,0.00,,,,,,,,,,,,,,,,,
,207.16,1397,207.16,21,207.16,14.5,207.16,0.00,,,,,,,,,,,,,,,,,
,207.36,1372,207.36,21,207.36,14.5,207.36,0.00,,,,,,,,,,,,,,,,,
,207.55,1334,207.55,20,207.56,18.0,207.56,0.00,,,,,,,,,,,,,,,,,
,207.75,1307,207.75,20,207.76,20.4,207.76,10.53,,,,,,,,,,,,,,,,,
,207.95,1305,207.95,20,207.95,22.0,207.95,14.44,,,,,,,,,,,,,,,,,
,208.14,1377,208.14,20,208.14,23.5,208.14,21.44,,,,,,,,,,,,,,,,,
,208.33,1368,208.33,20,208.33,24.7,208.33,58.34,,,,,,,,,,,,,,,,,
,208.53,1348,208.53,21,208.53,27.5,208.54,47.78,,,,,,,,,,,,,,,,,
,208.73,1408,208.73,21,208.73,34.1,208.73,83.38,,,,,,,,,,,,,,,,,
,208.93,1427,208.93,21,208.93,37.6,208.93,95.03,,,,,,,,,,,,,,,,,
,209.13,1457,209.13,22,209.13,38.4,209.13,96.38,,,,,,,,,,,,,,,,,
,209.34,1493,209.34,23,209.34,37.6,209.34,93.78,,,,,,,,,,,,,,,,,
,209.54,1508,209.54,23,209.54,35.3,209.54,78.69,,,,,,,,,,,,,,,,,
,209.74,1552,209.74,23,209.74,35.3,209.74,73.94,,,,,,,,,,,,,,,,,
,209.94,1603,209.94,24,209.94,34.9,209.94,68.78,,,,,,,,,,,,,,,,,
,210.14,1622,210.14,24,210.14,34.1,210.14,64.53,,,,,,,,,,,,,,,,,
,210.33,1633,210.33,25,210.34,34.1,210.34,56.59,,,,,,,,,,,,,,,,,
,210.53,1673,210.53,25,210.53,32.2,210.53,50.84,,,,,,,,,,,,,,,,,
,210.71,1695,210.72,25,210.72,31.8,210.72,45.84,,,,,,,,,,,,,,,,,
,210.91,1728,210.91,26,210.91,31.8,210.91,44.91,,,,,,,,,,,,,,,,,
,211.11,1753,211.11,26,211.12,31.8,211.12,44.63,,,,,,,,,,,,,,,,,
,211.33,1779,211.33,27,211.33,31.8,211.33,44.03,,,,,,,,,,,,,,,,,
,211.52,1800,211.52,27,211.53,31.8,211.53,43.59,,,,,,,,,,,,,,,,,
,211.73,1838,211.73,27,211.74,31.8,211.74,39.34,,,,,,,,,,,,,,,,,
,211.93,1870,211.93,28,211.93,31.8,211.93,37.34,,,,,,,,,,,,,,,,,
,212.13,1901,212.13,29,212.14,32.2,212.14,39.22,,,,,,,,,,,,,,,,,
,212.35,1900,212.35,29,212.35,33.3,212.35,43.75,,,,,,,,,,,,,,,,,
,212.54,1945,212.54,29,212.55,34.9,212.55,49.97,,,,,,,,,,,,,,,,,
,212.74,1958,212.74,29,212.74,36.5,212.74,70.25,,,,,,,,,,,,,,,,,
,212.94,1993,212.94,30,212.95,38.4,212.95,75.31,,,,,,,,,,,,,,,,,
,213.15,2036,213.15,31,213.16,40.4,213.16,90.44,,,,,,,,,,,,,,,,,
,213.36,2074,213.36,31,213.36,41.6,213.36,100.56,,,,,,,,,,,,,,,,,
,213.55,2099,213.55,32,213.55,42.4,213.56,104.03,,,,,,,,,,,,,,,,,
,213.75,2151,213.75,32,213.76,44.3,213.76,113.34,,,,,,,,,,,,,,,,,
,213.94,2193,213.94,33,213.94,45.1,213.94,121.72,,,,,,,,,,,,,,,,,
,214.14,2242,214.15,34,214.15,45.1,214.15,122.00,,,,,,,,,,,,,,,,,
,214.35,2300,214.35,35,214.36,45.9,214.36,127.25,,,,,,,,,,,,,,,,,
,214.55,2354,214.55,35,214.55,47.5,214.55,138.06,,,,,,,,,,,,,,,,,
,214.75,2422,214.75,36,214.75,49.4,214.75,150.41,,,,,,,,,,,,,,,,,
,214.94,2486,214.95,37,214.95,49.8,214.95,151.31,,,,,,,,,,,,,,,,,
,215.14,2536,215.14,38,215.14,49.8,215.14,153.75,,,,,,,,,,,,,,,,,
,215.33,2602,215.34,39,215.34,49.8,215.34,151.47,,,,,,,,,,,,,,,,,
,215.53,2641,215.53,40,215.54,49.4,215.54,126.56,,,,,,,,,,,,,,,,,
,215.73,2648,215.73,40,215.73,36.1,215.73,17.97,,,,,,,,,,,,,,,,,
,215.92,2527,215.92,40,215.92,14.5,215.92,3.81,,,,,,,,,,,,,,,,,
,216.11,2273,216.11,40,216.11,14.5,216.11,0.00,,,,,,,,,,,,,,,,,
,216.32,2007,216.32,40,216.32,14.5,216.32,0.00,,,,,,,,,,,,,,,,,
,216.50,1743,216.50,40,216.50,21.6,216.50,15.22,,,,,,,,,,,,,,,,,
,216.68,1585,216.68,40,216.68,30.6,216.68,38.28,,,,,,,,,,,,,,,,,
,216.87,1611,216.87,40,216.87,36.5,216.87,72.47,,,,,,,,,,,,,,,,,
,217.07,1624,217.08,41,217.08,36.5,217.08,75.13,,,,,,,,,,,,,,,,,
,217.27,1637,217.27,41,217.27,36.5,217.27,75.88,,,,,,,,,,,,,,,,,
,217.47,1637,217.48,41,217.48,35.7,217.48,75.53,,,,,,,,,,,,,,,,,
,217.68,1654,217.68,41,217.68,35.3,217.68,69.91,,,,,,,,,,,,,,,,,
,217.87,1666,217.88,42,217.88,35.3,217.88,69.19,,,,,,,,,,,,,,,,,
,218.08,1677,218.08,42,218.09,34.9,218.09,63.69,,,,,,,,,,,,,,,,,
,218.28,1689,218.28,42,218.28,32.9,218.28,47.09,,,,,,,,,,,,,,,,,
,218.47,1695,218.47,43,218.48,30.2,218.48,36.44,,,,,,,,,,,,,,,,,
,218.67,1696,218.67,43,218.67,28.2,218.67,28.53,,,,,,,,,,,,,,,,,
,218.85,1697,218.86,43,218.86,25.9,218.86,23.19,,,,,,,,,,,,,,,,,
,219.05,1695,219.05,43,219.06,23.9,219.06,20.69,,,,,,,,,,,,,,,,,
,219.25,1685,219.25,43,219.25,20.4,219.25,11.03,,,,,,,,,,,,,,,,,
,219.44,1671,219.44,42,219.44,19.2,219.44,5.53,,,,,,,,,,,,,,,,,
,219.63,1637,219.64,42,219.64,18.4,219.64,0.00,,,,,,,,,,,,,,,,,
,219.83,1648,219.83,42,219.84,18.4,219.84,0.66,,,,,,,,,,,,,,,,,
,220.03,1634,220.03,41,220.03,17.3,220.03,0.00,,,,,,,,,,,,,,,,,
,220.22,1635,220.22,41,220.22,16.5,220.22,0.00,,,,,,,,,,,,,,,,,
,220.40,1621,220.40,41,220.40,16.1,220.40,0.00,,,,,,,,,,,,,,,,,
,220.60,1614,220.60,41,220.60,15.7,220.60,0.00,,,,,,,,,,,,,,,,,
,220.79,1606,220.79,40,220.80,15.7,220.80,0.00,,,,,,,,,,,,,,,,,
,220.98,1597,220.98,40,220.98,15.3,220.98,0.00,,,,,,,,,,,,,,,,,
,221.17,1598,221.17,40,221.18,15.3,221.18,0.00,,,,,,,,,,,,,,,,,
,221.36,1562,221.36,39,221.36,15.3,221.37,0.00,,,,,,,,,,,,,,,,,
,221.56,1555,221.56,39,221.56,15.3,221.56,0.00,,,,,,,,,,,,,,,,,
,221.75,1534,221.75,38,221.75,15.3,221.75,0.00,,,,,,,,,,,,,,,,,
,221.94,1519,221.95,38,221.95,15.7,221.95,0.00,,,,,,,,,,,,,,,,,
,222.15,1511,222.15,38,222.16,16.9,222.16,0.00,,,,,,,,,,,,,,,,,
,222.36,1472,222.36,37,222.36,16.9,222.36,0.00,,,,,,,,,,,,,,,,,
,222.55,1474,222.55,37,222.56,18.4,222.56,0.00,,,,,,,,,,,,,,,,,
,222.75,1467,222.75,37,222.76,19.6,222.76,2.81,,,,,,,,,,,,,,,,,
,222.96,1460,222.96,37,222.96,19.6,222.96,4.72,,,,,,,,,,,,,,,,,
,223.16,1454,223.16,36,223.16,20.0,223.16,6.09,,,,,,,,,,,,,,,,,
,223.37,1435,223.37,36,223.38,20.0,223.38,6.59,,,,,,,,,,,,,,,,,
,223.57,1424,223.57,36,223.58,20.0,223.58,6.63,,,,,,,,,,,,,,,,,
,223.77,1403,223.77,36,223.78,20.0,223.78,7.31,,,,,,,,,,,,,,,,,
,223.97,1408,223.97,35,223.97,19.6,223.97,5.94,,,,,,,,,,,,,,,,,
,224.17,1398,224.17,35,224.17,19.6,224.18,6.19,,,,,,,,,,,,,,,,,
,224.36,1392,224.36,35,224.36,19.2,224.36,5.16,,,,,,,,,,,,,,,,,
,224.55,1387,224.55,35,224.55,19.2,224.55,5.09,,,,,,,,,,,,,,,,,
,224.75,1383,224.75,34,224.76,19.2,224.76,5.16,,,,,,,,,,,,,,,,,
,224.96,1362,224.96,34,224.96,19.2,224.96,4.56,,,,,,,,,,,,,,,,,
,225.16,1358,225.16,34,225.16,19.2,225.16,3.50,,,,,,,,,,,,,,,,,
,225.36,1352,225.36,34,225.36,18.8,225.36,1.06,,,,,,,,,,,,,,,,,
,225.55,1332,225.55,34,225.55,17.3,225.55,0.31,,,,,,,,,,,,,,,,,
,225.75,1326,225.75,33,225.75,16.5,225.75,0.00,,,,,,,,,,,,,,,,,
,225.94,1316,225.94,33,225.95,15.3,225.95,0.00,,,,,,,,,,,,,,,,,
,226.14,1306,226.14,33,226.14,14.5,226.14,0.00,,,,,,,,,,,,,,,,,
,226.33,1294,226.34,33,226.34,14.5,226.34,0.00,,,,,,,,,,,,,,,,,
,226.52,1282,226.52,32,226.52,14.5,226.52,0.00,,,,,,,,,,,,,,,,,
,226.71,1270,226.72,32,226.72,14.5,226.72,0.00,,,,,,,,,,,,,,,,,
,226.92,1256,226.92,32,226.93,14.5,226.93,0.00,,,,,,,,,,,,,,,,,
,227.12,1242,227.12,31,227.12,14.5,227.12,0.00,,,,,,,,,,,,,,,,,
,227.32,1233,227.32,31,227.32,14.5,227.32,0.00,,,,,,,,,,,,,,,,,
,227.52,1215,227.52,30,227.53,14.5,227.53,0.00,,,,,,,,,,,,,,,,,
,227.73,1200,227.73,30,227.74,14.5,227.74,0.00,,,,,,,,,,,,,,,,,
,227.93,1187,227.93,30,227.93,14.5,227.93,0.00,,,,,,,,,,,,,,,,,
,228.13,1171,228.13,30,228.13,14.5,228.13,0.00,,,,,,,,,,,,,,,,,
,228.35,1154,228.35,29,228.35,14.5,228.35,0.00,,,,,,,,,,,,,,,,,
,228.54,1136,228.54,29,228.54,14.5,228.54,0.00,,,,,,,,,,,,,,,,,
,228.74,1109,228.74,28,228.74,14.5,228.74,0.00,,,,,,,,,,,,,,,,,
,228.95,1084,228.95,27,228.95,14.5,228.95,0.00,,,,,,,,,,,,,,,,,
,229.15,1057,229.15,26,229.15,14.5,229.15,0.00,,,,,,,,,,,,,,,,,
,229.35,947,229.35,26,229.36,14.5,229.36,14.34,,,,,,,,,,,,,,,,,
,229.55,915,229.55,25,229.55,14.5,229.55,20.91,,,,,,,,,,,,,,,,,
,229.76,901,229.76,24,229.76,14.5,229.76,21.66,,,,,,,,,,,,,,,,,
,229.96,897,229.96,23,229.96,14.5,229.96,23.56,,,,,,,,,,,,,,,,,
,230.16,904,230.16,22,230.16,14.5,230.16,22.50,,,,,,,,,,,,,,,,,
,230.36,905,230.36,21,230.36,14.5,230.36,22.28,,,,,,,,,,,,,,,,,
,230.55,904,230.55,21,230.55,14.5,230.55,23.03,,,,,,,,,,,,,,,,,
,230.75,904,230.75,20,230.75,14.5,230.75,23.41,,,,,,,,,,,,,,,,,
,230.94,906,230.94,19,230.94,14.5,230.94,23.34,,,,,,,,,,,,,,,,,
,231.14,911,231.14,18,231.14,14.5,231.14,22.81,,,,,,,,,,,,,,,,,
,231.33,967,231.33,17,231.33,14.5,231.33,7.72,,,,,,,,,,,,,,,,,
,231.53,979,231.53,17,231.54,14.5,231.54,2.75,,,,,,,,,,,,,,,,,
